guba_name,postnums,readnum,replynum,post_id,create_time,author_url,content,title,reply_author,reply_author_url,reply_time,reply_content,tag,reply_quote_author,reply_quote_author_url,reply_quote_content,reply_quote_time
螺纹钢吧,24817,6792,9,"news,fshferb,660133587",2017-06-24T11:51:20Z,http://iguba.eastmoney.com/8243094225955836,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什么神奇的账户。晒模拟盘也要动动脑筋吧。,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什,注会小邓,http://iguba.eastmoney.com/2419113664778310,2017-06-24T16:26:38Z,正解，交易所鸡蛋持仓限额是300张合约,1,,,,
螺纹钢吧,24817,6792,9,"news,fshferb,660133587",2017-06-24T11:51:20Z,http://iguba.eastmoney.com/8243094225955836,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什么神奇的账户。晒模拟盘也要动动脑筋吧。,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什,反向天王,http://iguba.eastmoney.com/6974044901116982,2017-06-24T22:24:08Z,"<img src=""""http://gbres.dfcfw.com/face/emot/emot11.png"""" title=""""胜利""""><img src=""""http://gbres.dfcfw.com/face/emot/emot11.png"""" title=""""胜利""""><img src=""""http://gbres.dfcfw.com/face/emot/emot11.png"""" title=""""胜利"""">",1,,,,
螺纹钢吧,24817,6792,9,"news,fshferb,660133587",2017-06-24T11:51:20Z,http://iguba.eastmoney.com/8243094225955836,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什么神奇的账户。晒模拟盘也要动动脑筋吧。,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什,鹰君836,http://iguba.eastmoney.com/2965013685303696,2017-06-25T00:23:41Z,"他在扯蛋<img src=""""http://gbres.dfcfw.com/face/emot/emot20.png"""" title=""""不赞""""><img src=""""http://gbres.dfcfw.com/face/emot/emot20.png"""" title=""""不赞"""">",1,,,,
螺纹钢吧,24817,6792,9,"news,fshferb,660133587",2017-06-24T11:51:20Z,http://iguba.eastmoney.com/8243094225955836,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什么神奇的账户。晒模拟盘也要动动脑筋吧。,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什,注会小邓,http://iguba.eastmoney.com/2419113664778310,2017-06-25T11:03:05Z,"彻底戳穿眼镜无良的真面目<img src=""""http://gbres.dfcfw.com/face/emot/emot03.png"""" title=""""鼓掌"""">",1,,,,
螺纹钢吧,24817,6792,9,"news,fshferb,660133587",2017-06-24T11:51:20Z,http://iguba.eastmoney.com/8243094225955836,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什么神奇的账户。晒模拟盘也要动动脑筋吧。,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什,股友hdqp9w,http://iguba.eastmoney.com/3942094255341608,2017-06-25T12:11:00Z,"他成天忽悠这样那样，就是忽悠想忽悠别人目的了，楼主火眼晶晶的，人才呀<img src=""""http://gbres.dfcfw.com/face/emot/emot19.png"""" title=""""赞""""><img src=""""http://gbres.dfcfw.com/face/emot/emot28.png"""" title=""""献花"""">",1,,,,
螺纹钢吧,24817,6792,9,"news,fshferb,660133587",2017-06-24T11:51:20Z,http://iguba.eastmoney.com/8243094225955836,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什么神奇的账户。晒模拟盘也要动动脑筋吧。,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什,oudone,http://iguba.eastmoney.com/6179111724791370,2017-06-25T12:44:21Z,自欺欺人，老手都看得明白。,1,,,,
螺纹钢吧,24817,6792,9,"news,fshferb,660133587",2017-06-24T11:51:20Z,http://iguba.eastmoney.com/8243094225955836,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什么神奇的账户。晒模拟盘也要动动脑筋吧。,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什,注会小邓,http://iguba.eastmoney.com/2419113664778310,2017-06-26T09:11:52Z,"你骂得她都不敢出现了<img src=""""http://gbres.dfcfw.com/face/emot/emot02.png"""" title=""""大笑"""">",1,,,,
螺纹钢吧,24817,6792,9,"news,fshferb,660133587",2017-06-24T11:51:20Z,http://iguba.eastmoney.com/8243094225955836,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什么神奇的账户。晒模拟盘也要动动脑筋吧。,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什,格尔曼,http://iguba.eastmoney.com/5677084942945334,2017-06-26T09:57:13Z,"传说中的放量突破交易所限制<img src=""""http://gbres.dfcfw.com/face/emot/emot11.png"""" title=""""胜利"""">",1,,,,
螺纹钢吧,24817,6792,9,"news,fshferb,660133587",2017-06-24T11:51:20Z,http://iguba.eastmoney.com/8243094225955836,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什么神奇的账户。晒模拟盘也要动动脑筋吧。,请问眼镜哥哥，交易所鸡蛋限仓300手，您账户的500手鸡蛋是怎么开出来的？这是什,蓝色自由1,http://iguba.eastmoney.com/5436014640095250,2017-06-26T11:52:43Z,"1个期货账户就有5-600万，怎么说资产也该有个1-2000万的人吧，有这么多钱的人会不会无聊到整天晒自己账户怎么操作的，平常赚钱有空去喝茶喝酒不比整天逛论坛好吗<br><br><img src=""""http://gbres.dfcfw.com/face/emot/emot02.png"""" title=""""大笑""""><br><br><img src=""""http://gbres.dfcfw.com/face/emot/emot02.png"""" title=""""大笑"""">",1,,,,
螺纹钢吧,24817,2081,1,"news,fshferb,660303311",2017-06-25T10:08:18Z,http://iguba.eastmoney.com/2655094443998706,"大涨,","大涨,",股友hdqp9w,http://iguba.eastmoney.com/3942094255341608,2017-06-25T11:27:54Z,"<img src=""""http://gbres.dfcfw.com/face/emot/emot03.png"""" title=""""鼓掌"""">",1,,,,
螺纹钢吧,24817,1090,1,"news,fshferb,660608315",2017-06-26T11:10:01Z,http://iguba.eastmoney.com/6228094878183224,,现在是开空的时候懂不,HX85A2Q,http://iguba.eastmoney.com/2150094026275666,2017-06-26T11:41:03Z,"<img src=""""http://gbres.dfcfw.com/face/emot/emot33.png"""" title=""""成交"""">",1,,,,
螺纹钢吧,24817,2203,7,"news,fshferb,660995523",2017-06-26T22:00:52Z,http://iguba.eastmoney.com/3812113134447052,多,3160多10手,大头兵47045,http://iguba.eastmoney.com/1545094259978828,2017-06-26T22:01:14Z,好样的,1,,,,
螺纹钢吧,24817,2203,7,"news,fshferb,660995523",2017-06-26T22:00:52Z,http://iguba.eastmoney.com/3812113134447052,多,3160多10手,至尊宝12321,http://iguba.eastmoney.com/3353093945056036,2017-06-26T22:16:59Z,你玩你就得哭,1,,,,
螺纹钢吧,24817,2203,7,"news,fshferb,660995523",2017-06-26T22:00:52Z,http://iguba.eastmoney.com/3812113134447052,多,3160多10手,股友2N8gKb,http://iguba.eastmoney.com/3479114792042326,2017-06-26T22:20:56Z,"骚年，不要中W9散的毒啊<img src=""""http://gbres.dfcfw.com/face/emot/emot02.png"""" title=""""大笑"""">",1,,,,
螺纹钢吧,24817,2203,7,"news,fshferb,660995523",2017-06-26T22:00:52Z,http://iguba.eastmoney.com/3812113134447052,多,3160多10手,子午线623,http://iguba.eastmoney.com/5202024625430566,2017-06-26T22:40:38Z,赶紧平仓吧，不然完蛋了,1,,,,
螺纹钢吧,24817,2203,7,"news,fshferb,660995523",2017-06-26T22:00:52Z,http://iguba.eastmoney.com/3812113134447052,多,3160多10手,子午线623,http://iguba.eastmoney.com/5202024625430566,2017-06-26T22:42:10Z,赶紧平仓吧，不然完蛋了,1,,,,
螺纹钢吧,24817,2203,7,"news,fshferb,660995523",2017-06-26T22:00:52Z,http://iguba.eastmoney.com/3812113134447052,多,3160多10手,星辰大海29,http://iguba.eastmoney.com/2135024965509988,2017-06-26T22:48:40Z,千万要稳住，不见3400不要平,1,,,,
螺纹钢吧,24817,2203,7,"news,fshferb,660995523",2017-06-26T22:00:52Z,http://iguba.eastmoney.com/3812113134447052,多,3160多10手,只进攻不防守17,http://iguba.eastmoney.com/7535054915492260,2017-06-26T22:48:48Z,"3158已空18手<img src=""""http://gbres.dfcfw.com/face/emot/emot03.png"""" title=""""鼓掌""""><img src=""""http://gbres.dfcfw.com/face/emot/emot03.png"""" title=""""鼓掌""""><img src=""""http://gbres.dfcfw.com/face/emot/emot03.png"""" title=""""鼓掌"""">",1,,,,
螺纹钢吧,24817,1217,2,"news,fshferb,661347925",2017-06-27T13:54:46Z,http://iguba.eastmoney.com/8570094300636232,,努力拉吧，准备开拍,o拾年壹劍o,http://iguba.eastmoney.com/8570094300636232,2017-06-27T14:11:53Z,3200拍,1,,,,
螺纹钢吧,24817,1217,2,"news,fshferb,661347925",2017-06-27T13:54:46Z,http://iguba.eastmoney.com/8570094300636232,,努力拉吧，准备开拍,o拾年壹劍o,http://iguba.eastmoney.com/8570094300636232,2017-06-27T14:17:27Z,"3200-3220连续拍<img src=""""http://gbres.dfcfw.com/face/emot/emot02.png"""" title=""""大笑"""">",1,,,,
螺纹钢吧,24817,1711,2,"news,fshferb,661488687",2017-06-27T17:51:37Z,http://iguba.eastmoney.com/5224013243397560,螺纹这周还有100点左右的差价可做，请教大神们：剩下的100是上 还是 下？（如果向上的的话约100，如果向下的话是约200）,螺纹这周还有100点左右的差价可做，请教大神们：剩下的100是上 还是 下？（如,牛虻虻,http://iguba.eastmoney.com/7596013841072120,2017-06-27T17:58:52Z,500上,1,,,,
螺纹钢吧,24817,1711,2,"news,fshferb,661488687",2017-06-27T17:51:37Z,http://iguba.eastmoney.com/5224013243397560,螺纹这周还有100点左右的差价可做，请教大神们：剩下的100是上 还是 下？（如果向上的的话约100，如果向下的话是约200）,螺纹这周还有100点左右的差价可做，请教大神们：剩下的100是上 还是 下？（如,牛虻虻,http://iguba.eastmoney.com/7596013841072120,2017-06-27T18:02:02Z,500上````500上````500上````500上````500上````500上````500上````,1,,,,
螺纹钢吧,24817,1428,1,"news,fshferb,661569273",2017-06-27T20:21:36Z,http://iguba.eastmoney.com/2899004973327412,螺纹钢目前点位3224，目标3240到3250附近，上涨有限，可以在3230附近做空，支撑位3200，破位继续下探，设移动止损。本人看到3030点位。,螺纹钢目前点位3224，目标3240到3250附近，上涨有限，可以在3230附近,不赚钱怎么办,http://iguba.eastmoney.com/2899004973327412,2017-06-27T22:08:34Z,继续拿空单 等待再度回调,1,,,,
螺纹钢吧,24817,4381,6,"news,fshferb,662109239",2017-06-28T17:47:05Z,http://iguba.eastmoney.com/8445094203777584,去年一波操作，把葛卫东打的犹如丧家之犬，从此螺纹钢看不到混沌天成的席位，杀尔等空头还不是跟灭蚂蚁般轻松。我大浙江真是人杰地灵，股神有徐翔，期神有叶大户。,叶庆均何许人也，期货之神也！,股友GXaqm4,http://iguba.eastmoney.com/3278064726983980,2017-06-28T17:51:16Z,晚上收拾永安,1,,,,
螺纹钢吧,24817,4381,6,"news,fshferb,662109239",2017-06-28T17:47:05Z,http://iguba.eastmoney.com/8445094203777584,去年一波操作，把葛卫东打的犹如丧家之犬，从此螺纹钢看不到混沌天成的席位，杀尔等空头还不是跟灭蚂蚁般轻松。我大浙江真是人杰地灵，股神有徐翔，期神有叶大户。,叶庆均何许人也，期货之神也！,股友GXaqm4,http://iguba.eastmoney.com/3278064726983980,2017-06-28T17:52:52Z,我贡献20手，约了朋友贡献300手，另一个朋友贡献6手，都是朋友，晚上必须助攻,1,,,,
螺纹钢吧,24817,4381,6,"news,fshferb,662109239",2017-06-28T17:47:05Z,http://iguba.eastmoney.com/8445094203777584,去年一波操作，把葛卫东打的犹如丧家之犬，从此螺纹钢看不到混沌天成的席位，杀尔等空头还不是跟灭蚂蚁般轻松。我大浙江真是人杰地灵，股神有徐翔，期神有叶大户。,叶庆均何许人也，期货之神也！,谁来买我的股票,http://iguba.eastmoney.com/8608094059109352,2017-06-28T18:16:03Z,间接支援你，空了热卷，多少手我不知道，反正拼了,1,股友GXaqm4,http://iguba.eastmoney.com/3278064726983980,我贡献20手，约了朋友贡献300手，另一个朋友贡献6手，都是朋友，晚上必须助攻,2017-06-28T17:52:52Z
螺纹钢吧,24817,4381,6,"news,fshferb,662109239",2017-06-28T17:47:05Z,http://iguba.eastmoney.com/8445094203777584,去年一波操作，把葛卫东打的犹如丧家之犬，从此螺纹钢看不到混沌天成的席位，杀尔等空头还不是跟灭蚂蚁般轻松。我大浙江真是人杰地灵，股神有徐翔，期神有叶大户。,叶庆均何许人也，期货之神也！,期股老张,http://iguba.eastmoney.com/8860013863727756,2017-06-28T18:19:04Z,老叶想杀了你，再吹，老叶就是徐翔第二了。,1,,,,
螺纹钢吧,24817,4381,6,"news,fshferb,662109239",2017-06-28T17:47:05Z,http://iguba.eastmoney.com/8445094203777584,去年一波操作，把葛卫东打的犹如丧家之犬，从此螺纹钢看不到混沌天成的席位，杀尔等空头还不是跟灭蚂蚁般轻松。我大浙江真是人杰地灵，股神有徐翔，期神有叶大户。,叶庆均何许人也，期货之神也！,鳄鱼静悄悄c,http://iguba.eastmoney.com/4603074935375426,2017-06-28T18:29:37Z,完全不一样好不好，,1,期股老张,http://iguba.eastmoney.com/8860013863727756,老叶想杀了你，再吹，老叶就是徐翔第二了。,2017-06-28T18:19:04Z
螺纹钢吧,24817,4381,6,"news,fshferb,662109239",2017-06-28T17:47:05Z,http://iguba.eastmoney.com/8445094203777584,去年一波操作，把葛卫东打的犹如丧家之犬，从此螺纹钢看不到混沌天成的席位，杀尔等空头还不是跟灭蚂蚁般轻松。我大浙江真是人杰地灵，股神有徐翔，期神有叶大户。,叶庆均何许人也，期货之神也！,贾基18442,http://iguba.eastmoney.com/8445094203777584,2017-06-28T21:23:22Z,马上突破3300,1,,,,
螺纹钢吧,24817,2677,5,"news,fshferb,662613413",2017-06-29T13:51:05Z,http://iguba.eastmoney.com/5378054573547314,[图片],[图片],云川之颠,http://iguba.eastmoney.com/4912023859105526,2017-06-29T15:06:59Z,牛逼啊,1,,,,
螺纹钢吧,24817,2677,5,"news,fshferb,662613413",2017-06-29T13:51:05Z,http://iguba.eastmoney.com/5378054573547314,[图片],[图片],股友hdqp9w,http://iguba.eastmoney.com/3942094255341608,2017-06-29T15:09:32Z,"<img src=""""http://gbres.dfcfw.com/face/emot/emot19.png"""" title=""""赞"""">",1,,,,
螺纹钢吧,24817,2677,5,"news,fshferb,662613413",2017-06-29T13:51:05Z,http://iguba.eastmoney.com/5378054573547314,[图片],[图片],o拾年壹劍o,http://iguba.eastmoney.com/8570094300636232,2017-06-29T15:14:51Z,账号为什么是9为数？,1,,,,
螺纹钢吧,24817,2677,5,"news,fshferb,662613413",2017-06-29T13:51:05Z,http://iguba.eastmoney.com/5378054573547314,[图片],[图片],烟花三月下江南去,http://iguba.eastmoney.com/9564104909323940,2017-06-29T15:44:48Z,做的有点问题啊，其实可以只做螺纹钢的，这次实际上3030附近是个强支撑，6.23高开后，不回，就可以开仓了啊，现在240点是稳赚的啊,1,,,,
螺纹钢吧,24817,2677,5,"news,fshferb,662613413",2017-06-29T13:51:05Z,http://iguba.eastmoney.com/5378054573547314,[图片],[图片],o拾年壹劍o,http://iguba.eastmoney.com/8570094300636232,2017-06-29T15:54:49Z,3030一脚揣出个下跌平台，主力玩儿了个坑，如果不是当天空散太多，理应回踩3010.<br>而1801完全正常,1,烟花三月下江南去,http://iguba.eastmoney.com/9564104909323940,做的有点问题啊，其实可以只做螺纹钢的，这次实际上3030附近是个强支撑，6.23高开后，不回，就可以开仓了啊，现在240点是稳赚的啊,2017-06-29T15:44:48Z
螺纹钢吧,24817,1351,1,"news,fshferb,663366399",2017-06-30T16:15:58Z,http://iguba.eastmoney.com/8570094300636232,,多头谨防6.20走势,烟花三月下江南去,http://iguba.eastmoney.com/9564104909323940,2017-06-30T16:21:43Z,完全不同的走势啊,1,,,,
螺纹钢吧,24817,1562,1,"news,fshferb,663563046",2017-06-30T22:34:49Z,http://iguba.eastmoney.com/3812113134447052,！,七月阴,ab78,http://iguba.eastmoney.com/3812113134447052,2017-06-30T22:49:12Z,管住手,1,,,,
螺纹钢吧,24817,2460,3,"news,fshferb,664731929",2017-07-03T09:45:54Z,http://iguba.eastmoney.com/1062014990463084,,坚定看多 这周起码3600,那个牧师,http://iguba.eastmoney.com/3910144637346814,2017-07-03T10:19:23Z,不刷屏吗 不专业啊,1,,,,
螺纹钢吧,24817,2460,3,"news,fshferb,664731929",2017-07-03T09:45:54Z,http://iguba.eastmoney.com/1062014990463084,,坚定看多 这周起码3600,o拾年壹劍o,http://iguba.eastmoney.com/8570094300636232,2017-07-03T10:45:16Z,"哈<img src=""""http://gbres.dfcfw.com/face/emot/emot19.png"""" title=""""赞"""">",1,那个牧师,http://iguba.eastmoney.com/3910144637346814,不刷屏吗 不专业啊,2017-07-03T10:19:23Z
螺纹钢吧,24817,2460,3,"news,fshferb,664731929",2017-07-03T09:45:54Z,http://iguba.eastmoney.com/1062014990463084,,坚定看多 这周起码3600,股友hdqp9w,http://iguba.eastmoney.com/3942094255341608,2017-07-03T12:01:14Z,"<img src=""""http://gbres.dfcfw.com/face/emot/emot03.png"""" title=""""鼓掌"""">",1,,,,
螺纹钢吧,24817,2822,5,"news,fshferb,664801487",2017-07-03T11:07:26Z,http://iguba.eastmoney.com/8570094300636232,,3378空军我又来了,人生大喜,http://iguba.eastmoney.com/6317044975341358,2017-07-03T11:30:17Z,"<img src=""""http://gbres.dfcfw.com/face/emot/emot19.png"""" title=""""赞"""">",1,,,,
螺纹钢吧,24817,2822,5,"news,fshferb,664801487",2017-07-03T11:07:26Z,http://iguba.eastmoney.com/8570094300636232,,3378空军我又来了,指导项羽,http://iguba.eastmoney.com/6789013260742062,2017-07-03T11:31:25Z,这就不能空了,1,,,,
螺纹钢吧,24817,2822,5,"news,fshferb,664801487",2017-07-03T11:07:26Z,http://iguba.eastmoney.com/8570094300636232,,3378空军我又来了,o拾年壹劍o,http://iguba.eastmoney.com/8570094300636232,2017-07-03T11:32:39Z,小仓试空。 很遗憾，65平了,1,,,,
螺纹钢吧,24817,2822,5,"news,fshferb,664801487",2017-07-03T11:07:26Z,http://iguba.eastmoney.com/8570094300636232,,3378空军我又来了,o拾年壹劍o,http://iguba.eastmoney.com/8570094300636232,2017-07-03T11:33:00Z,再等机会,1,,,,
螺纹钢吧,24817,2822,5,"news,fshferb,664801487",2017-07-03T11:07:26Z,http://iguba.eastmoney.com/8570094300636232,,3378空军我又来了,o拾年壹劍o,http://iguba.eastmoney.com/8570094300636232,2017-07-03T11:34:10Z,"主力玩儿形态对称的习性太明显。<img src=""""http://gbres.dfcfw.com/face/emot/emot01.png"""" title=""""微笑"""">",1,,,,
螺纹钢吧,24817,1060,2,"news,fshferb,664866628",2017-07-03T12:51:20Z,http://iguba.eastmoney.com/5967034867994546,495做多铁矿石。。。套死你狗比。。。死哪里去了那么久。。。现在反弹了又出来装你马比。。。死不要脸的东西,495做多铁矿石。。。套死你狗比。。。死哪里去了那么久。。。现在反弹了又出来装你,文武火的跌跌,http://iguba.eastmoney.com/5967034867994546,2017-07-03T12:52:00Z,居然说你走了多单。。。走你马比,1,,,,
螺纹钢吧,24817,1060,2,"news,fshferb,664866628",2017-07-03T12:51:20Z,http://iguba.eastmoney.com/5967034867994546,495做多铁矿石。。。套死你狗比。。。死哪里去了那么久。。。现在反弹了又出来装你马比。。。死不要脸的东西,495做多铁矿石。。。套死你狗比。。。死哪里去了那么久。。。现在反弹了又出来装你,文武火的跌跌,http://iguba.eastmoney.com/5967034867994546,2017-07-03T13:18:38Z,。。,1,,,,
螺纹钢吧,24817,4063,7,"news,fshferb,665234639",2017-07-03T20:10:10Z,http://iguba.eastmoney.com/4490094278965146,我想从螺纹撤走开空甲醇，国外大厂出厂价下降，甲醇在大盘影响下还上涨，如果今晚甲醇冲上2450，会考虑做空。,我想从螺纹撤走开空甲醇，国外大厂出厂价下降，甲醇在大盘影响下还上涨，如果今晚甲醇,雨辰归来,http://iguba.eastmoney.com/6148094272874348,2017-07-03T20:13:27Z,可以考虑,1,,,,
螺纹钢吧,24817,4063,7,"news,fshferb,665234639",2017-07-03T20:10:10Z,http://iguba.eastmoney.com/4490094278965146,我想从螺纹撤走开空甲醇，国外大厂出厂价下降，甲醇在大盘影响下还上涨，如果今晚甲醇冲上2450，会考虑做空。,我想从螺纹撤走开空甲醇，国外大厂出厂价下降，甲醇在大盘影响下还上涨，如果今晚甲醇,项羽在世,http://iguba.eastmoney.com/9874064923862554,2017-07-03T20:23:13Z,你究竟有没有5oo张鸡蛋?,1,,,,
螺纹钢吧,24817,4063,7,"news,fshferb,665234639",2017-07-03T20:10:10Z,http://iguba.eastmoney.com/4490094278965146,我想从螺纹撤走开空甲醇，国外大厂出厂价下降，甲醇在大盘影响下还上涨，如果今晚甲醇冲上2450，会考虑做空。,我想从螺纹撤走开空甲醇，国外大厂出厂价下降，甲醇在大盘影响下还上涨，如果今晚甲醇,永恆不变,http://iguba.eastmoney.com/4490094278965146,2017-07-03T23:11:32Z,现在甲醇是不是下降了,1,股友Llls1X,http://iguba.eastmoney.com/2006064903244710,抱歉！内容已删除。,2017-07-03T22:14:47Z
螺纹钢吧,24817,4063,7,"news,fshferb,665234639",2017-07-03T20:10:10Z,http://iguba.eastmoney.com/4490094278965146,我想从螺纹撤走开空甲醇，国外大厂出厂价下降，甲醇在大盘影响下还上涨，如果今晚甲醇冲上2450，会考虑做空。,我想从螺纹撤走开空甲醇，国外大厂出厂价下降，甲醇在大盘影响下还上涨，如果今晚甲醇,金银水,http://iguba.eastmoney.com/1223094461329770,2017-07-03T23:19:41Z,这家伙是永安多头的托，螺纹现在是高位做空最好的机会，明显就是要把压力引到甲醇上面去,1,,,,
